Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto14.5h_RealTime-Glo_4-17-2019_6-40-43 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5199.33,5125.51,4993.84,5249.41,4699.72,4240.31,4539.39,4408.7,4615.02,4342.66,4566.38,4400.37
,B,5082.43,5001.42,4623.88,4700.94,4656.17,4735.3,4582.24,4389.24,4515.67,4639.68,4426.03,4356.44
,C,4630.89,4455.89,4337.16,4786.44,4309.43,4319.92,4380.34,4075.33,4253.35,4311.79,4103.82,4085.14
,D,4395.01,4346.7,4244.09,4162.17,4044.09,4283.43,4068.79,4181.46,3994.71,4030.75,4149.08,3999.7
,E,4855.66,4348.7,4569.07,4505.1,4507.21,4294.61,4321.31,4208.37,4509.16,4339.35,4259.05,4156.88
,F,4283.98,4059.55,3984.9,4006.82,4123.34,4443.08,4024.32,4088.21,4306.83,4009.1,4060.48,4166.82
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1425010,1408740,1363270,1304190,1045530,864026,834199,605522,738360,525129,655687,596770
,B,2671570,2965480,2639330,2162800,2238020,2134270,1814920,1568560,1621560,1592940,1423580,1430650
,C,433568,377832,361671,382998,342198,333642,235199,216128,260788,163352,153961,169680
,D,1040210,1148440,970465,836962,754025,938300,619209,643605,517076,465498,434254,415753
,E,609293,632873,594921,514410,604041,551570,369619,338013,382190,288969,274639,256246
,F,208056,165151,164063,147953,146784,143662,92452.9,81445.9,97959,64916.2,80293.5,66507.8
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
