Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto15.5h_RealTime-Glo_4-17-2019_7-43-34 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5130.28,5054.67,4914.52,5190.98,4654.16,4203.54,4517.98,4408.61,4576.49,4314.94,4547.44,4382.78
,B,4969.87,4903.79,4548.8,4645.51,4613.43,4697.84,4565.05,4372.98,4517.4,4616.47,4385.36,4339.83
,C,4531.97,4396.43,4268.71,4726.8,4273.34,4292.37,4372.85,4063.43,4220.62,4271.54,4056.52,4064.18
,D,4325.56,4263.38,4188.81,4113.19,4003.54,4242.87,4027.97,4149.43,3967.1,4000.08,4110.06,3964.6
,E,4752.93,4277.27,4497.73,4450.52,4464.46,4246.83,4282.64,4169.64,4468.16,4293.74,4200.18,4117.7
,F,4142.98,3979.08,3920.6,3956.43,4073.65,4341.1,3978.8,4041.11,4246.39,3959.6,4009.26,4125.9
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1241060,1396240,1344870,1269280,1041450,842878,823092,586289,731793,510316,627289,587490
,B,2684730,2915030,2530030,2144210,2226060,2061150,1842460,1535510,1610970,1563490,1410900,1407830
,C,421855,400068,348784,374199,333172,325648,228640,213374,257610,159064,142563,141843
,D,1014870,1153210,994977,843030,754697,926135,603371,604877,548333,471533,437621,403440
,E,610376,617032,586593,501539,599050,540854,360184,329354,372092,302986,267082,249480
,F,193011,161608,162885,146841,150211,143752,91604,77426.6,98584.2,64494.4,78633.1,64908.2
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
