Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_9-16-38 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6340.94,7856.68,6082.34,5090.37,5605.86,5919.63,5514.94,5178.34,4899.92,5279.04,5277.71,4761.26
,B,4770.86,5025.7,4802.73,4630.55,4712.58,4893.73,4524.02,4656.62,4523.84,4462.29,4421.43,4372.85
,C,4636.6,5575.13,4670.15,4490.64,4623.75,4919.84,4618.04,4636.64,4427.54,4550.77,4406.43,4317.02
,D,4653.68,5381.7,4628.52,4378.02,4536.21,4747.11,4269.71,4369.18,4359.85,4321.14,4216.44,4205.55
,E,5379.8,5214.81,4538.83,4593.71,4461.87,4823.92,4352.36,4047.56,4133.58,4439.23,4279.66,4064.06
,F,5454.75,5359.8,4408.65,4321.74,4424.69,4417.11,4328.99,4417.86,4440.16,4246.47,4201.9,4292.33
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2948570,3373930,2384720,1960770,2516750,2830080,2470430,2061230,1999820,1872930,1910970,1754030
,B,2503720,2747480,2588470,2473570,2343410,2943150,2642210,2831200,2362510,2316590,2179560,2037060
,C,367855,533150,397691,430675,457869,525129,453525,459766,410373,380244,387459,380725
,D,1223650,1736650,1077430,1018050,1161350,1377240,1022380,1128890,1133310,997458,942797,732407
,E,377904,549056,424072,471797,531562,596932,454403,386954,408617,445563,424445,452200
,F,315646,336510,335277,359045,357841,345606,311315,311790,250799,219584,222235,222397
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
