Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto18.5h_RealTime-Glo_4-17-2019_10-43-50 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5191.38,5110.35,4977.76,5222.94,4701.73,4226.67,4537.7,4375.95,4530.41,4275.92,4495.77,4283.46
,B,5033.3,4955.31,4606.74,4688.67,4636.77,4717.29,4569.81,4352.55,4472.1,4541.27,4304.42,4257.52
,C,4606.99,4438.87,4304.95,4755.65,4285.43,4292.65,4357.38,4042.98,4188.58,4221.09,4011.33,4002.01
,D,4380.54,4308.01,4222.87,4128.6,4014.37,4247.71,3998.92,4129.63,3937.78,3961.07,4061.32,3915.21
,E,4825.28,4295.92,4529.64,4467.82,4478.94,4251.24,4288.23,4145.13,4454.88,4244.36,4162.88,4074.34
,F,4199.31,4017.69,3938.2,3960.77,4075.19,4384.15,3976.66,4026.65,4234.09,3929.72,3974.65,4073.25
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1215890,1357670,1275640,1226950,990819,829599,787872,587108,691633,492518,608073,549239
,B,2527010,2668130,2329220,2033440,2058580,1900070,1704190,1448640,1453020,1463630,1350890,1317040
,C,414209,362906,337094,371208,332046,325560,223331,206881,242775,151913,146987,140511
,D,1004620,1150200,949652,835355,748829,925755,601865,580957,499758,472326,425076,395400
,E,607802,609618,561169,494626,577889,533189,343745,315329,363873,265536,261155,236223
,F,218578,178730,171862,151668,152332,149138,93233.2,80420.5,102728,66688,77788.4,67548.9
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
