Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_5-25-20 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5982.83,6139.24,5894.96,5661.9,5144.21,5766.98,5640.55,5698.95,6059.59,15756.2,14985.4,17009.6
,B,5297.5,5823.85,4716.69,4846.41,4787.74,4830.47,5127.77,4923.96,5046.84,12963.1,12582.6,11671.2
,C,5784.2,5193.23,5086.66,5267.01,4999.16,4944.86,5499.59,5332.13,5587.17,17654.8,23918.8,21966.1
,D,4949.62,4540.15,4755.5,4704.87,4532.43,4718.63,4755.7,4794.96,4970.39,11926,12239.4,13344
,E,4654.27,4581.99,4386.29,4547.06,4394.09,4376.69,4549.4,4635.94,4850.46,8933.89,9124.78,10748.5
,F,4353.41,4172.46,4228.05,4306.69,4296.49,4736.29,4470.64,4735.34,4481.68,5303.97,5336.44,5395.61
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1707440,1204250,1867140,1912740,1798290,1964330,2807770,2207100,2328080,3850270,3546450,3640900
,B,1628380,1649410,1643370,1527960,1626490,1670260,1689130,1571710,1545010,3144380,2927840,2635250
,C,544964,611414,658216,605809,609926,686641,705892,742797,714803,1683940,2230640,2043950
,D,788528,940900,1108490,1119200,1119300,1173250,1053730,1103000,1154930,1888630,2028650,2102700
,E,377047,425146,416846,443274,456381,412427,496769,440923,478166,1285580,1225000,1239160
,F,186645,194223,208506,190279,190919,209237,163644,137399,149943,310159,325785,315994
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
