Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_8-37-43 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5409.11,4808,5062.5,5099.05,4634.48,5071.84,5055.66,5123.63,5323.3,12807.9,12400.9,13771.7
,B,4655.9,4644.46,4150.91,4285.74,4280.67,4295.61,4720.36,4522.85,4646.24,11089.3,10618.9,9953.05
,C,4510.04,4647.23,4442.66,4591.72,4417.22,4317.06,4720.47,4596.72,4738.95,15504.7,20909.2,19154.8
,D,4038.69,4126.84,4238.55,4174.7,4069.21,4260.67,4392.41,4405.62,4547.28,10408.5,10493.5,11249.5
,E,4147.99,4073.46,3933.38,4088.47,3937.63,3875.23,4137.24,4198.09,4436.66,7991.84,7890.47,8563.69
,F,4031.1,3872.75,3879.49,3944.23,3927.81,4285.81,4141.85,4432.93,4149.11,4745.72,4866.05,4896.2
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2332490,1303650,2478030,2491490,2185950,2557160,2754430,2444650,2665730,4599120,4331440,4177350
,B,2965010,2743490,2506980,2583590,2762770,2804660,2729060,2571900,2558760,6167130,5831280,5058640
,C,525467,548215,567657,527788,542374,613335,555754,627094,571297,2524820,2784010,2843050
,D,846377,969989,1162330,1088800,1182530,1203850,1111350,1182350,1184060,2686520,2673810,2697610
,E,380229,430390,424049,454988,490856,434350,455556,415031,433130,1846690,1847360,1750660
,F,129220,134975,133310,131375,130884,136036,95228.3,63404.4,106505,384476,378787,393486
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
