Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-30-2019_12-15-09 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7996.43,9714.27,7720.35,6355.91,7024.74,6862.61,6424.28,5755.17,5488.01,6009.21,6408.92,5865.58
,B,6042.51,6131.13,5729.1,4801.52,4924.71,5136,4642.12,4772.18,4900.36,4992.03,4740.08,4683.18
,C,5892.67,6479.25,5592.86,4772.04,4884.1,5130.23,4849.24,4864.49,4578.9,4704.48,4718.37,4673.48
,D,5864.47,6556.97,5566.91,4673.36,4732.42,4929.71,4498.28,4515.76,4542.33,4466.89,4523.65,4397.88
,E,6252.68,6420.72,5379.57,4952.26,4787.51,5122.01,4583.56,4219.22,4324.27,4698.12,4506.62,4363
,F,6068,5950.29,5063.46,4558.14,4569.25,4512.52,4395.26,4481.71,4503.74,4314.92,4264.35,4353.8
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2193250,2774140,2033020,1807690,2069600,2264950,2072010,1737060,1664750,1684360,1700680,1562690
,B,1548770,1631980,1587790,1597850,1468870,1887680,1612250,1717540,1587390,1485620,1392000,1260020
,C,422829,522984,491781,478886,497119,556114,488336,483664,431271,405399,411633,423515
,D,1114950,1506980,1087420,971112,1094510,1228010,973250,1055000,1043250,875110,924482,770923
,E,389158,577815,423180,470903,460460,532218,439300,374831,386524,455302,419843,445375
,F,379699,419906,340164,351330,330699,305370,281574,272199,226770,201106,196725,196080
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
