Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-30-2019_3-18-35 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7987.43,9612.54,7665.51,6275.07,6974.97,7101.3,6643.75,6037.69,5787.06,6190.26,6467.52,5910.71
,B,6051.4,6134.54,5723.76,4834.36,4910.07,5163.85,4720.88,4848.18,4996.43,5062.97,4827.34,4737
,C,5876.12,6436.65,5593.76,4775.6,4881.31,5172.11,4905.96,4880.09,4614.3,4754.46,4757.49,4764.42
,D,5846.84,6545.46,5580.97,4656.13,4725.24,5013,4476.71,4538.81,4578.9,4533.8,4567,4448.78
,E,6296.69,6412.29,5388.87,4942.03,4793.55,5165.56,4593.65,4256.02,4345.88,4716.06,4526.35,4409.74
,F,6094.39,5995.08,5061.22,4541.86,4554.69,4508.92,4398.37,4493.88,4516.22,4324.1,4276.59,4378.82
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1935290,2488540,1797630,1662780,1901040,2259710,2000060,1690640,1613510,1687170,1664560,1442720
,B,1188220,1352600,1232940,1447720,1328850,1661690,1502120,1527600,1420160,1308560,1309030,1096080
,C,337944,515658,439003,483629,499129,555746,489883,509607,443131,415687,414900,414156
,D,929235,1288730,852082,949560,1065420,1164930,940528,1014310,936511,864765,858798,755421
,E,323513,500901,362113,457637,451709,516574,449326,378975,389661,450664,424584,429606
,F,282074,325416,289138,337103,320906,300591,279078,271451,240638,196716,202730,202748
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
