Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-28-2019_9-45-05 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5453.84,6586.86,5086.08,4296.13,4723.31,4905.85,4498.51,4371.42,4116.77,4481.13,4425.33,4107.03
,B,4109.41,4401.49,4172.45,4031.08,4133.55,4328.15,3977.66,4076.89,3924.92,3865.94,3856,3823.01
,C,4037,4907.01,4137.78,3954.78,4054.19,4280.42,4041.83,4039.66,3865.1,3918.71,3855.45,3780.44
,D,4057.06,4852.9,4133.71,3892.08,4067.23,4181.26,3809.16,3895.1,3937.17,3820.61,3692.46,3676.34
,E,3988.77,4735.55,4151.84,4080.23,4025.63,4338.81,3870.23,3651.5,3777.13,3917.31,3727.81,3578.18
,F,4159.89,4102.87,4158.19,4065.08,4185.41,4177.9,4089.03,4170.36,4186.77,3969.55,3930.11,4027.28
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5208940,4563860,3186800,2602290,3205440,3877140,3248950,2742000,2806140,2702690,3256840,2047990
,B,4123340,6469100,5489920,4511400,4325440,5758540,5442210,4880490,4133750,4720540,4539940,3153090
,C,287356,489208,368397,380516,418640,493786,418291,443126,391940,325892,354403,353655
,D,1781780,3413680,1661280,1287280,1672440,1803190,1226210,1692560,1413330,1528290,1002110,978898
,E,303015,525545,423184,451608,528377,662604,418561,351726,434921,404074,403918,347064
,F,450968,467458,473061,524036,529302,507768,478236,471882,393774,332375,355036,336527
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
