Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_4-19-14 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5800.93,5178.94,5596.17,5499.69,5043.82,5593.4,5474.29,5521.95,5897.57,14852.6,14398.6,15887.5
,B,5078.81,4958.49,4560.49,4652.65,4648.87,4679.77,5009.64,4800.49,4939.6,12283.2,11808.9,11048.4
,C,5545.68,5030.24,4864.69,5012.26,4819.87,4741.62,5157.89,5033.65,5222.08,17202.3,23717.3,21499.2
,D,4788.8,4436.57,4576.06,4550.77,4372.76,4558.48,4633.49,4668.33,4868.7,11522.5,12130.7,13345.1
,E,4448.56,4425.72,4234.05,4388.99,4226,4209.83,4401.66,4473.99,4714.56,8699.46,9097.26,10682.9
,F,4217.79,4078.08,4100.99,4164.17,4154.03,4541.06,4336.36,4606.42,4369.42,5121.53,5176.81,5230.68
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2283080,1290310,2264610,2379750,2114350,2400780,2582500,2434850,2673610,4457370,4236120,4367370
,B,2500210,2442230,2267190,2155840,2345990,2473220,2347190,2320880,2299500,4676290,4426600,3883340
,C,528099,592717,586699,549861,561379,635181,617974,676391,620737,2224860,2726990,2550980
,D,815566,930592,1159830,1223640,1189810,1240680,1161140,1168390,1321180,2402900,2503750,2543370
,E,372062,421452,422379,443573,479160,418682,475761,422505,443448,1605810,1576090,1555240
,F,145071,154504,151771,148074,149825,160137,123565,100944,117087,348949,364773,371569
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
