Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto11.5h_RealTime-Glo_4-17-2019_3-39-16 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5008.92,4988.08,4840.24,5114.9,4577.81,4144.13,4453.93,4394.5,4560.06,4277.89,4498.38,4363.37
,B,4899.49,4832.73,4475.66,4577.23,4551.54,4647.84,4501.73,4323.12,4472.55,4596.12,4383.73,4307.06
,C,4442.37,4347.19,4215.85,4683.27,4216.8,4231.38,4296.61,4016.61,4212.8,4265.44,4069.09,4051.32
,D,4281.04,4220.83,4138.17,4054.55,3967.28,4193.42,3942.51,4094.39,3929.58,3970.81,4097.76,3954.65
,E,4699.35,4233.8,4444.7,4399.8,4418.4,4207.88,4218.05,4120.25,4442.1,4253.16,4186.84,4090.85
,F,4148.19,3952.25,3894.22,3929.88,4047,4312.86,3943.44,4020.84,4238.83,3949.21,3984.42,4116.53
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1314210,1512040,1435540,1363280,1099210,888925,906289,660090,810572,579598,732395,655763
,B,2985830,3383960,2802430,2409700,2568180,2369240,2306260,1915830,1865120,1915280,1688770,1614840
,C,418316,393933,373069,390823,339338,346894,243384,224975,274433,171311,159205,159750
,D,1068730,1233860,1046650,895555,786776,1014770,641159,644085,575391,485882,454430,407041
,E,613723,645619,621010,531246,635207,588745,389662,354032,383167,306446,292316,271795
,F,186922,155608,156912,143935,143837,140618,85652.5,76833.9,94485.1,64751.1,77527.3,65997.4
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
