Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto25.0h_RealTime-Glo_4-17-2019_4-40-26 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5311.03,5203.13,5051.98,5318.28,4732.25,4256.34,4571.09,4487.76,4629.43,4336.89,4616.06,4519.09
,B,5113.42,5003.21,4670.07,4727.89,4653.29,4730.3,4609.05,4426.37,4612.84,4682.54,4435.59,4463.45
,C,4716.68,4482.78,4345.63,4791.36,4303.24,4293.82,4366.27,4103.65,4246.55,4331.39,4108.49,4108.93
,D,4470.1,4363.61,4270.14,4168.46,4040.51,4279.88,4072.24,4189.59,4006.06,4066.19,4156.31,3990.81
,E,4915.5,4388.22,4597.3,4519.96,4516.12,4302.42,4346.44,4209.97,4528.82,4327.56,4295.72,4162.95
,F,4270.8,4054.84,3977.49,3992.66,4101.97,4382.19,4019.71,4058.68,4302.68,3975.93,4040.81,4127.9
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1129880,1284820,1223780,1177310,967252,826157,747519,546639,647872,452779,562791,528735
,B,2120470,2241880,2058440,1781240,1828770,1658470,1465570,1293680,1352240,1321480,1153070,1183550
,C,392039,364821,445446,367600,338229,318186,212195,202263,240189,149661,142969,137851
,D,947668,1084550,932701,821077,778342,881165,558253,570057,495596,471200,467419,402542
,E,537774,550332,541845,483816,567590,501155,320467,294715,349951,264264,236158,216738
,F,189640,173246,181333,165158,161777,166334,96264.3,85575.9,109817,73093.5,80786.5,69187.3
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
