Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_11-21-51 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5619.83,4984.66,5511.34,5469.61,5007.82,5539.35,5488.63,5520.53,5855.05,14450.8,13901.1,15204.2
,B,4999.12,4834.34,4510.62,4670,4668.69,4702.95,5089.02,4877.64,4980.33,12200.4,11617.8,10818.4
,C,4772.35,4999.63,4817.05,4991.14,4803.4,4731.86,5152.14,5027.69,5184.79,17233.1,23688.8,21206.1
,D,4234.97,4426.47,4589.65,4527.07,4390.64,4602.17,4695.27,4737.08,4931.34,11530.7,12022.6,13125.7
,E,4410.21,4366.46,4230.75,4392.17,4241.25,4182.75,4431.14,4513.36,4758.35,8820.33,9181.61,10393.1
,F,4224.65,4105.74,4132.28,4202.92,4193.38,4567.41,4402.95,4685.91,4434.68,5153.97,5185.26,5202.34
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2414910,1356540,2550920,2506330,2243010,2568190,2683860,2713670,2760490,4625430,4291490,4369580
,B,3127740,2959580,2616710,2738480,2791660,2760740,2778680,2598690,2652170,5749980,5480920,4823340
,C,524381,553731,575341,538641,553701,625853,595868,683006,581690,2371970,2736970,2661170
,D,829278,1020910,1207900,1226460,1200950,1302930,1142000,1220200,1247540,2642820,2628490,2722810
,E,386248,424603,420092,448003,479367,430943,459444,424021,442649,1750300,1706160,1672300
,F,131213,143323,140894,136413,135518,146136,106326,80922.6,100324,377925,385677,376384
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
