Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_12-54-05 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5708.64,5030.37,5510,5461.67,4974.63,5481.17,5421.84,5454.39,5826.24,14448.7,13905.7,15409.9
,B,5025.4,4800.6,4507.41,4636.46,4607.02,4633.01,5003.78,4795.41,4952.15,12126,11578.1,10890.2
,C,4906.26,4994.37,4817.81,4981.04,4776.86,4705.33,5098.05,5007.82,5156.78,17098.5,23422,21136.5
,D,4281.01,4410.47,4565.11,4500.75,4362.58,4561.79,4638.3,4677.8,4918.36,11434.9,11908.2,13076.6
,E,4416.16,4358.27,4221.19,4364.65,4229.7,4166.65,4398.94,4482.22,4720.12,8760.5,9020.52,10410.7
,F,4208.74,4075.12,4106.24,4176.33,4166.49,4598.08,4360.25,4635.05,4391.04,5099.37,5148.46,5188.32
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2459630,1337110,2346790,2417370,2189120,2445000,2588290,2438530,2493900,4472870,4227310,4257750
,B,2857910,2742960,2478980,2414930,2696080,2755830,2602460,2515390,2479310,5141860,5068050,4332830
,C,534213,545940,575295,527559,541336,612902,591554,644660,595331,2223630,2529850,2517920
,D,836034,967917,1164480,1199690,1161540,1215350,1134990,1197690,1257610,2484030,2612670,2523680
,E,398351,416471,409509,455478,470514,420797,458301,415069,438841,1692030,1660180,1559910
,F,138155,145104,143070,138589,140730,152990,112350,89161.6,105978,389247,374397,369788
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
