Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto39.0h_RealTime-Glo_4-18-2019_7-14-12 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5298.19,5169.09,4994.26,5285.53,4666.02,4208.79,4566.48,4369.29,4470.07,4253.38,4535.16,4376.04
,B,5032.9,4939.16,4619.47,4671.4,4581.93,4649.86,4523.09,4305.54,4504.75,4484.47,4270.84,4336.9
,C,4670.3,4478.48,4294.82,4711.55,4237.56,4265.5,4278.05,4070.09,4212.54,4256.63,4069.34,4032.66
,D,4446.17,4309.8,4245.89,4120.31,3958.58,4194.19,3984.3,4140.71,3957.36,3990.74,4078.55,3953.27
,E,4824.02,4327.59,4537.94,4448.12,4435.73,4270.44,4276.85,4149.17,4471.74,4275.74,4287.94,4138.37
,F,4169.99,3991.1,3925.11,3941.32,4027.95,4314.93,3983.84,4005.87,4257.48,3928.33,4026.55,4087.67
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1095110,1197450,1153000,1095120,905367,790833,685500,548987,648687,468349,568514,496368
,B,1557200,1581990,1511610,1346980,1412490,1236480,1101430,1013280,1084710,965655,1017950,933619
,C,395976,383861,371179,383383,358177,334189,231866,218119,246801,160338,157862,154757
,D,955128,1116740,953495,856391,799205,886559,601291,629712,556697,524833,497200,477536
,E,523091,532984,520531,473125,540650,477701,309980,289632,315762,243789,220876,215325
,F,207031,203016,217818,200684,189511,202929,118059,105412,137123,98180.2,86115.6,84404.8
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
