Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_1-17-15 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5717.03,5070.4,5478.15,5434.16,4957.87,5462.41,5439.64,5473.33,5816.78,14361.9,13753.5,14984.8
,B,4986.94,4839.58,4466.69,4612.89,4606.45,4671.23,5080.77,4872.07,4981.23,12262.5,11683.4,10897
,C,4946.51,4969.79,4785.88,4981.31,4785.41,4739.43,5159.67,5075.8,5245.61,17388.2,23931.1,21598.7
,D,4284.57,4391.48,4556.32,4507.7,4361.43,4590.31,4676.12,4743.8,4960.33,11708.7,12218.1,13432.1
,E,4401.74,4348.82,4220.51,4383,4226.9,4202.83,4436.83,4536.16,4797.41,8938.53,9249.43,10754
,F,4200.28,4076.42,4101.12,4178.78,4170.48,4576.74,4386.16,4688.8,4437.86,5211.63,5263.07,5322.64
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2279200,1285870,2339950,2387220,2188730,2365600,2585290,2381570,2611150,4564950,4376050,4455990
,B,3064380,2704010,2418230,2299150,2554300,2655960,2574590,2468380,2385490,5130490,4886600,4377360
,C,523548,537396,566164,522627,546869,612002,610232,651120,607699,2269750,2642300,2598740
,D,829325,966674,1182710,1156640,1139120,1198430,1087580,1153920,1209420,2478490,2536450,2578140
,E,386974,411155,411835,438249,485125,416993,455713,419096,443755,2025510,1617670,1525060
,F,138322,146269,146254,142690,141883,149735,113637,90597.7,106741,378960,371503,368241
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
