Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_2-22-43 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5783.22,5093.12,5553.51,5482.67,4972.58,5480.92,5391.46,5450.76,5816.57,14564.2,13971.3,15409.7
,B,5069.95,4887.4,4530.55,4642.06,4615.41,4657.28,5007.26,4794.19,4920.64,12158.7,11666.4,10888.6
,C,5566.22,5032.2,4852.51,5023.01,4792.18,4722.6,5143.36,5029.49,5178.04,17121.7,23505.1,21245.1
,D,4793.61,4434.88,4579.96,4530.29,4378.71,4581.12,4653.58,4689.36,4879.12,11471.7,11969.9,13143.1
,E,4449.44,4408.53,4254.87,4412.05,4242.84,4224.37,4416.15,4494.02,4727.19,8749.39,9056.54,10510.4
,F,4231.51,4103.86,4131.65,4198.12,4184.41,4560.44,4367.51,4636.56,4392.13,5116.25,5163.95,5205.85
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2407970,1395030,2403540,2383770,2155840,2427170,2571090,2470260,2655540,4448420,4272510,4246010
,B,2875390,2768000,2418330,2335020,2526790,2732650,2563460,2422600,2441030,5082000,4709760,4236530
,C,557131,547246,583636,553428,585401,617670,598251,650900,601259,2212070,2548750,2588740
,D,894774,996890,1165650,1176730,1170580,1183610,1128390,1199630,1251110,2447130,2563600,2597790
,E,408756,414909,444847,443039,481317,432262,459775,422218,438220,1571610,1580220,1634610
,F,140499,142184,148281,146193,146214,151809,117101,95282.8,112021,363282,396908,391939
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
