Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto34.5h_RealTime-Glo_4-18-2019_2-10-26 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5383.47,5293.16,5161.17,5489.69,4830.54,4326.03,4702.37,4553.22,4661.63,4468.61,4716.76,4543.47
,B,5227.64,5096.45,4772.2,4830.28,4757.41,4810.54,4687.68,4464.73,4618.58,4737.13,4487.63,4467.51
,C,4859.27,4577.81,4442.81,4883.36,4391.37,4409.5,4455.14,4187.45,4281.29,4428.74,4216.2,4153.34
,D,4579.76,4448.42,4379.65,4262.94,4127.37,4352.42,4181.99,4264.95,4073,4128.22,4201.22,4053.88
,E,5024.62,4438.17,4688.3,4592,4588.11,4393.89,4403.68,4259.4,4595.14,4378.13,4357.43,4215.63
,F,4376.8,4121.68,4034.7,4040.53,4140.01,4415.8,4070.84,4095.26,4354.08,4012.39,4095.94,4152.44
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1072310,1207820,1159280,1053260,927378,797937,674367,526381,627445,441540,573122,487054
,B,1690930,1743590,1670910,1511940,1568140,1544500,1208250,1105900,1168210,1058090,996252,1008100
,C,405584,377440,365897,386241,380504,345261,222139,211422,245195,154149,153220,145601
,D,957451,1064630,972910,832801,764624,878705,566423,596352,535130,498101,464502,448321
,E,537897,542308,526391,472855,545857,498642,311444,292369,321683,247468,231186,212157
,F,208448,196100,205494,190607,177352,189869,112037,100753,129213,71861.4,87657.1,77560.6
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
