Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-30-2019_7-14-47 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,8085.96,9923.76,7849.63,6431.32,7126.51,7366.44,6860.58,6241.36,5969.54,6336.04,6596.7,6020.2
,B,6134.41,6243.71,5931.93,5001.88,5122.22,5338.15,4888.54,4996.96,5152.59,5167.1,4945.57,4873.47
,C,6015.63,6665.34,5791.68,5025.57,5066.52,5390.86,5090.14,5061.48,4775.77,4933.84,4894.9,4910.37
,D,5992.06,6739.8,5784.73,4850.77,4922.12,5163.28,4648.89,4715.17,4673.99,4677.72,4658.87,4555.22
,E,6357,6615.92,5596.92,5157.04,4983.52,5359.35,4794.38,4378.75,4479.64,4878.55,4655.97,4530.36
,F,6142.92,6050.38,5247.16,4717.02,4730.23,4664.88,4529.71,4622.44,4639.7,4446.33,4391.96,4485.24
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1797280,2387450,1752030,1487080,1817530,2032930,2318140,1634620,1512960,1530120,1590970,1418300
,B,1141260,1225370,1167070,1255220,1141310,1423440,1271050,1332840,1260360,1155790,1147040,981019
,C,387988,527902,465066,511176,517418,580231,508590,504820,456919,424857,423686,430318
,D,875497,1272670,968424,923372,1015200,1110390,934467,921680,972619,824635,814566,717807
,E,346181,525337,398895,466678,483191,522212,450856,383574,423147,450104,434056,424029
,F,293916,340276,306704,336677,327391,306055,295017,276036,231222,201307,208428,209105
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
