Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-29-2019_4-45-01 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6828.97,5266.73,6324.15,6283.63,6631.03,6082.01,6532.99,5459.17,6286.43,5529.74,6208.22,6056.94
,B,5432.07,4884.94,5202,5240.06,5359.5,5204.27,5120.04,5019.02,4960.88,5192.54,5236.25,5134.12
,C,5536.97,4966.13,5214.12,5135.38,5257.66,5171.06,5151.88,4899.3,5214.75,5309.83,5294.32,5135.14
,D,5291.44,5235.66,5339.77,5171.03,5428,4987.61,5320.89,5008.98,5316.68,5158.9,5138.69,5676.23
,E,5399.43,4859.38,5267.07,5298.41,5215.8,4836.11,5111.93,4530.96,4520.38,4785.82,4796.04,4630.62
,F,5250.79,5114.25,4865.04,4676,4614.86,4568.48,4620.9,4527.23,5242.27,4382.97,4204.24,4606.25
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2953840,2302100,2634480,2521840,2580500,2162890,2016530,1353810,1554550,967195,1241580,894375
,B,2741660,2384080,2562140,2017700,2264020,2160330,1565560,1537820,1466380,982948,1056850,762076
,C,666220,476975,528947,449525,465545,504622,224272,229210,229244,112168,157379,119356
,D,1306920,1318590,1470360,1361250,1353150,1331560,1201190,1132500,1263280,627724,655503,810205
,E,607256,467512,512708,587243,599798,570572,327584,276154,299152,141722,145869,348943
,F,388396,468824,308177,265831,285624,238272,110445,140016,212752,91257.8,90361.5,187591
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
