Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-28-2019_11-11-18 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4876.37,3770.93,4688.02,4890.2,5053.19,4713.56,4801.05,4415.16,5038.35,4118.63,4681.1,4619.37
,B,3903.26,3662.53,3983.5,4000.03,4251.31,4045.5,3960.23,3995.27,3881.32,4086.97,4089.06,4124.83
,C,3930.54,3810.59,3960.03,4062.5,4191.18,3881.17,4127.63,3923.54,4202.82,4224.9,4171.52,4109.91
,D,3934.34,3736.63,4059.78,3886.98,4228.81,3965.62,4227.09,3997.24,4333.54,4135.02,4206.56,4718.46
,E,3756.94,3640.54,4097.43,4185.63,4241.47,4076.03,4260.97,3872.82,3957.74,3980.94,4065.55,4122.56
,F,4055.4,3900.82,3987.48,3951.59,3947.65,4020.7,4114.96,3985.78,4364.33,3909.6,3848.06,4575.52
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4104690,2312150,3767580,3517170,3893560,3101620,2200030,1396070,1617470,628849,905195,622522
,B,4284430,3504650,4661970,4168510,5017410,4465830,2366370,2409290,2162220,1251710,1342590,845410
,C,449174,428921,426169,360747,472411,397192,167778,153147,149003,79417.4,81014.4,79471.8
,D,1196830,1452280,2042150,1647910,2454200,2082400,1457160,1313740,1655660,607532,678110,797238
,E,495521,506702,527688,575895,647095,485958,241273,212863,213145,104946,112859,274955
,F,445676,473307,475710,409945,417029,406073,175303,209940,325112,130379,131847,366668
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
