Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto17.0h_RealTime-Glo_4-17-2019_9-09-10 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5202.35,5106.65,4990.7,5235.62,4725.06,4290.41,4598.42,4453.4,4615.67,4351.38,4584.33,4405.77
,B,5056.2,4985.86,4628.33,4714.77,4677.86,4763.13,4622.59,4419.21,4534.94,4616.44,4379.76,4318.34
,C,4625.59,4451.87,4332.45,4790.86,4322.24,4337.83,4408.79,4092.32,4249.89,4289.02,4067.13,4055.34
,D,4394.65,4334.43,4248.99,4164.25,4053.18,4293.61,4085.13,4186.08,3995.87,4016.82,4119.72,3968.49
,E,4845.91,4324.42,4563.24,4503.27,4517.03,4293.26,4336.98,4202.66,4514.77,4319.29,4236.27,4136.07
,F,4234.11,4040.95,3970.33,3995.84,4113.85,4416,4019.37,4076.34,4283.29,3988.11,4042.33,4146.86
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1255830,1397090,1341970,1267720,1027980,850032,772919,589323,721476,508548,632262,583497
,B,2546290,2843650,2424800,2079910,2160200,1991420,1794490,1514640,1569510,1569850,1428730,1500810
,C,422211,374164,354727,371117,333455,323347,228855,210766,245231,162170,146235,143018
,D,1023550,1145420,966936,843345,754215,892325,593388,534729,522966,478123,434344,398361
,E,578617,593185,571592,506038,603842,571982,345594,323705,367840,275935,266475,246776
,F,194684,167948,167893,147637,150443,149941,91098.3,80529.4,99813.5,65841.4,78337.8,67230.7
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
