Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-30-2019_1-40-35 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7447.43,5838.93,7053.98,6961.45,7329.86,6575.17,7182.36,5892.07,6949.52,6300.82,6654.39,6675.62
,B,5977.62,5427.14,5906.65,5811.14,6042.05,5714.7,5577.17,5430.98,5486.91,5636.07,5727.27,5573.72
,C,6086.77,5552.15,5911.8,5787.34,5846.5,5699.81,5685.25,5404.33,5760.05,5847.77,5844.28,5722.67
,D,5963.57,5770.97,5958.68,5793.56,6050.29,5501.31,5859.45,5660.26,5884.16,5924.92,5739.53,6282.22
,E,5910.81,5567.03,5948.26,6096.98,6004.89,5391.11,5775.06,6068.6,5557.97,5470.15,5504.04,5433.95
,F,5730.87,5609,5465.97,5322.17,5215.23,4969.48,4977.61,5114.83,5616.39,4952.31,4984.81,5104.74
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1947260,1280150,1808420,1904850,2123540,1686010,1533130,1172470,1301780,897358,1089140,844271
,B,1289620,1204040,1319850,1336510,1452150,1387410,994228,1035020,922722,646956,667639,540777
,C,382189,392966,424737,375903,407176,417888,218503,219825,246334,109870,129976,112323
,D,738149,911394,1088850,850702,1095780,1067440,930929,828551,1040620,517828,573671,679843
,E,399707,352632,432379,505876,526165,484345,306095,254012,280329,148644,149415,355823
,F,242034,248006,254432,199665,229956,208924,94547.7,109905,122101,69923.5,70218.6,185019
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
