Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_2-00-44 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6017.22,7478.45,5737.58,4811.45,5269.51,5601.51,5098.72,4836.13,4547.77,4996.18,4933.84,4401.38
,B,4462.52,4778.49,4505.4,4370.27,4410.04,4644.96,4259.72,4379.02,4250.35,4149.97,4136.59,4089.02
,C,4366.66,5320.22,4430.91,4230.11,4333.51,4629.09,4374.89,4375.48,4188.01,4278.02,4160.84,4062.83
,D,4377.18,5153.63,4383.29,4112.83,4289.42,4487.07,4003.96,4164.72,4148.3,4095.5,3949.19,3942.76
,E,5008.08,4991.44,4375.8,4347.81,4224.28,4559.92,4088.34,3813.19,3914.69,4168.96,3961.71,3814.63
,F,5249.27,5101.36,4270.24,4174.57,4276.19,4270.28,4190.05,4271.3,4299.63,4100.69,4062.26,4150.18
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4143780,4341710,3133890,2565830,3111900,3795280,3179780,3028110,2486260,2294490,2624240,2134490
,B,3573130,4375110,3675950,3828260,3522760,4711720,4050010,4152700,3780410,3238260,3186940,2819810
,C,380129,591789,430506,471847,513594,627104,517401,532698,469804,434444,436795,427763
,D,1666570,2462110,1376300,1261040,1466920,1738120,1302230,1432310,1379980,1306860,1228620,1006090
,E,368296,632481,472008,539283,589999,723703,522823,437367,488902,505702,469278,478804
,F,435360,452522,459256,539206,522764,480253,448416,443536,366464,316959,319488,318207
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
