Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_5-55-38 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6014.95,6108.37,6028.95,5742.14,5198.14,5785.5,5661.56,5761.82,6144.03,16350.9,15576,17675.5
,B,5364.09,5792.13,4731.02,4860.08,4796.15,4869.35,5159,4960.65,5145.71,13429.9,13103.7,12383.6
,C,5800.37,5220.2,5084.48,5265.47,5010.71,4976.3,5554.86,5353.06,5665.39,18422.6,24262.4,22814.3
,D,4954.09,4560.68,4768.76,4703.98,4533.41,4724.01,4760.7,4824,4998.16,12067,12188.1,12963.8
,E,4677.51,4599.84,4395.54,4543.75,4396.81,4376.63,4565.74,4656.52,4883.61,9009.21,9103.54,10194.3
,F,4366.5,4185.11,4229.55,4302.73,4291.31,4733.69,4485.64,4766.42,4516.61,5357.4,5383.61,5435.47
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1712740,1150730,1845290,1921980,1774070,1995770,2216430,2157340,2275870,3770030,3448950,3473700
,B,1612170,1700420,1589300,1492520,1592420,1585000,1617210,1544830,1493190,3040340,2925690,2565310
,C,543006,608515,654517,612579,609124,684364,695386,759333,700121,1699630,2176040,1982110
,D,793488,933827,1114880,1090870,1176340,1207180,1042950,1093000,1101760,1869970,1954870,1967910
,E,382711,453976,418392,451136,449917,413639,468681,432327,458446,1245910,1209920,1224050
,F,190153,202466,198345,192213,190731,212313,165739,140153,174369,302928,314073,299136
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
