Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-30-2019_6-19-17 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,8016.92,9669.16,7689.19,6279.48,6991.95,7219.53,6780.06,6163.24,5936.12,6242.01,6549.1,5952.13
,B,6053.08,6160.03,5753.91,4810.67,4893.65,5180.16,4753.49,4895.67,5025.44,5113.37,4882.27,4806.56
,C,5919.55,6518.09,5649.18,4862.58,4886.32,5227.18,4931.7,4930.51,4652.05,4830.98,4818.54,4819.03
,D,5919.91,6607.61,5646.2,4679.64,4751.11,5005.87,4474.39,4605.33,4570.37,4579.68,4605.56,4500.99
,E,6310.63,6509.31,5431.46,4978.5,4821.44,5184.48,4609.93,4251.52,4370.36,4766.28,4575.9,4437.7
,F,6104.76,6020.73,5109.24,4569.74,4572.77,4519.36,4405.59,4504.74,4530.94,4351.67,4313.42,4418.58
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1845400,2391020,1750650,1503660,1820950,2224020,1879870,1587350,1533860,1626290,1575110,1407830
,B,1118230,1252560,1178410,1321230,1179660,1479570,1338920,1396380,1194580,1213390,1189970,1007010
,C,318284,543561,445813,495825,517326,578297,507200,496388,454968,421981,426727,434175
,D,861613,1257620,925821,928457,1035890,1140590,917329,1003690,985594,849108,831385,733307
,E,326898,507985,354317,478933,459473,514535,437483,376462,387986,452878,425590,434120
,F,286932,304142,285763,327821,327536,299300,280335,273207,253020,197379,202109,206674
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
