Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto32.0h_RealTime-Glo_4-17-2019_11-37-05 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5339.81,5267.8,5150.44,5404.6,4860.46,4379.66,4738.97,4587.67,4697.7,4422.46,4699.26,4513.26
,B,5170.13,5062.24,4756.2,4827.25,4775.44,4862.74,4758.64,4528.53,4684.46,4788.94,4509.28,4493.79
,C,4811.55,4557.42,4425.7,4876.38,4395.9,4415.74,4479.3,4236.21,4350.17,4477.61,4231.24,4202.35
,D,4547.37,4417.53,4360.51,4256.53,4118.15,4369.65,4227.35,4301.67,4117.5,4176.65,4261.89,4110.62
,E,5008.4,4475.77,4677.76,4588.38,4584.84,4393.78,4430.63,4288.16,4640.35,4433.78,4383.35,4276.53
,F,4352.81,4104.96,4030.23,4042.94,4157.24,4465.79,4090.23,4122.2,4412.27,4057.67,4139.03,4222.68
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1079780,1344010,1172510,1157300,939414,803563,683758,525585,633355,454253,563021,501073
,B,1762160,1880790,1750760,1614330,2132130,1416400,1281770,1167050,1227380,1115560,1038760,1054060
,C,397786,383285,362325,380696,351455,330302,222680,211227,248827,158202,152161,145598
,D,965578,1065170,951143,846089,762056,922806,566563,591948,520093,481915,450571,437462
,E,533710,543084,518657,467270,549740,495717,313779,296306,330354,248014,233393,221373
,F,199954,184795,201946,183681,178880,185132,107189,97400.4,124705,76182.8,84803.2,75965.2
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
