Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-29-2019_11-39-34 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7393.62,5820.98,6987.27,6906.77,7215.04,6488.81,7206.13,5764.3,6781.87,5943.37,6588.15,6613.04
,B,5932.84,5393.01,5865.6,5733.2,5969.43,5640.41,5546.02,5330.3,5420.47,5557.11,5651.5,5521.5
,C,6079.91,5482.92,5851.71,5736.2,5761.83,5674.6,5593.4,5288.19,5687.97,5783.72,5874.58,5623.58
,D,5903.06,5696.22,5906.46,5769.85,5953.73,5440.26,5805.92,5619.89,5801.75,5830.52,5676.87,6229.03
,E,5888.96,5528.09,5886.89,6032.46,5971.3,5300.2,5686.89,6100.71,5379.6,5306.9,5433.66,5333.07
,F,5677.06,5584.79,5419.01,5292.17,5199.74,4922.39,4903.42,5077.45,5596.8,4901.62,4952.57,5071.17
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2152240,1621230,2053800,1976140,2135850,1756740,1674530,1164020,1337580,908510,1078430,848594
,B,1742950,1514970,1701100,1322480,1547760,1512320,1017700,1046170,989290,697681,723880,550797
,C,530564,432356,512648,454023,399022,450859,203118,206660,215089,105638,125838,111064
,D,966839,1072560,1276690,1048150,1104040,1061950,947113,804739,997719,496759,574122,698612
,E,527491,505376,544690,582374,583823,495063,307649,246726,274322,145095,162888,351135
,F,317722,385416,330754,261190,266392,215692,88907.3,106324,152217,70816.8,74152.4,190124
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
