Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-29-2019_6-42-24 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5170.57,4826.95,5175.68,5238.88,4756.7,5223.62,5211.28,5284.16,5460.56,12861.8,12484.3,13934
,B,4755.58,4676.81,4275.14,4408.43,4410.47,4414.57,4922.22,4728.17,4857.54,11551.7,11094.5,10339.9
,C,4820.58,4746.39,4583.99,4738.86,4539.67,4447.47,4867.39,4727.79,4895.36,16069,21257.9,19702.7
,D,4222.69,4255.47,4381.47,4305.4,4201.63,4392.72,4571.74,4575.58,4696.57,10769.9,10700.4,11404.6
,E,4259.39,4199.32,4068.42,4219.67,4055.25,3998.44,4274.45,4339.86,4583.49,8223.56,8075.57,8602.2
,F,4140.27,3988.3,4004.2,4075.47,4056.76,4434.79,4301.03,4607.27,4294.15,4921.94,5014.12,5034.04
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2773920,1443000,2677630,2834370,2535430,2833730,2782440,2695630,2990790,4773930,4628020,4522350
,B,3670470,3536430,2855770,2994440,3075290,3188880,3285240,3031560,2961410,7160170,6595010,5978250
,C,596063,573610,607582,561292,574867,643971,545198,636504,560195,2675460,2832490,2855700
,D,957325,984099,1293520,1340960,1279240,1430010,1149020,1234590,1311910,2864200,3112010,2829420
,E,431201,463364,458305,468570,514046,449305,451986,410251,440480,1979420,1975460,1818640
,F,128972,137349,133017,153370,132461,134225,81118.2,45125.6,82843.5,430651,423070,418248
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
