Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-30-2019_8-16-49 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,8059.42,9769.87,7768.95,6324.43,7042.64,7308.9,6799.13,6228.86,5941.9,6288.92,6544.83,5955.43
,B,6107.24,6210.34,5828.6,4885.81,4968,5226.98,4787.28,4903.55,5043.92,5166.56,4914.74,4888.67
,C,5960.36,6612.18,5702.49,4914.5,4953.12,5253.81,4971.03,4936.58,4690.66,4875.66,4835.71,4860.88
,D,5929.34,6649.91,5690.22,4747.6,4802.63,5053.64,4513.5,4618.52,4624,4605.63,4646.46,4518.68
,E,6323.57,6528.49,5517.64,5067.52,4914.69,5243.58,4680.01,4280.66,4402.74,4818.12,4709.29,4479.68
,F,6104.97,6000.22,5159.62,4639.7,4630.97,4570.64,4442.07,4539.11,4566.14,4381.69,4335.34,4435.28
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1707820,2060900,1673840,1488960,1794710,2077200,1914120,1674020,1538330,1492500,1582040,1424660
,B,1076760,1152000,1084380,1210210,1117340,1391470,1270940,1308190,1234660,1174690,1096330,926722
,C,399244,534356,515939,507849,521728,591658,515024,515443,457346,431629,427852,428071
,D,930059,1123740,931550,913047,1013650,1104680,911065,993992,948111,824513,860798,721750
,E,403497,583417,442232,489399,461638,532939,446416,381588,389952,462637,459315,433579
,F,414265,406078,398469,352773,325080,322951,294838,289454,229511,200129,206904,203719
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
