Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-30-2019_2-18-15 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7956.75,9580.59,7676.18,6293.06,7009.22,7025.09,6545.92,5949.11,5704.45,6150.69,6460.61,5923.18
,B,6023.65,6124.01,5696.07,4802.93,4910.53,5159.2,4700.76,4842.68,5004.45,5044.75,4812.79,4732.72
,C,5844.14,6432.2,5576.53,4786.44,4874.55,5153.47,4908.95,4893.29,4630.96,4777.1,4770.19,4730.21
,D,5809.39,6525.37,5557.08,4667.86,4728.95,4971.89,4457.19,4537.72,4598.67,4551.01,4545.89,4412.42
,E,6272.29,6383.09,5360.93,4931.39,4795.3,5137.21,4590.44,4224.29,4338,4708.78,4523.77,4385.11
,F,6073,5968.13,5042.43,4530.74,4548.58,4500.65,4389.02,4485.35,4506.44,4316.55,4260.91,4356.64
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2049770,2490870,1822020,1592180,1941120,2235100,1982910,1705340,1614420,1717880,1684660,1500950
,B,1220670,1413700,1314270,1517570,1372500,1724650,1540710,1632890,1456480,1373630,1373390,1172210
,C,326967,511775,447255,482703,493960,554635,495753,486273,441304,409267,426610,409395
,D,859940,1291660,937500,945065,1070060,1172790,959234,1023330,955115,869383,871721,990513
,E,326658,500325,358736,452875,456732,517139,430358,373479,386179,440225,437851,428036
,F,271516,314457,285665,320977,319803,302319,284631,273476,226927,196943,222731,200339
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
