Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-29-2019_4-52-54 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5257.93,4075.63,5117.66,5277.32,5478.83,5113.55,5355.59,4709.12,5430.12,4609.7,5123.76,5013.31
,B,4152.08,3915.02,4255.74,4257.11,4538.06,4308.66,4211.89,4272.45,4154.57,4401.35,4422.06,4424.7
,C,4165.96,4023.91,4216.35,4274.54,4440.75,4110.4,4385.8,4185.1,4465.16,4541.48,4513.28,4443.51
,D,4134.94,4001.82,4289.06,4105.05,4473.2,4224.55,4491.85,4240.51,4597.6,4564.02,4488.95,5101.32
,E,3953.7,3815.83,4284.55,4408.92,4466.89,4268.95,4486.15,4096.22,4162.47,4209.81,4296.47,4381.68
,F,4167.71,4022.65,4096.8,4067.76,4063.97,4128.73,4221.13,4107.22,4565.92,4028.13,3978.87,4572.95
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3465070,2179950,3126080,3145320,3322080,2726780,2154400,1406430,1640780,769991,1072170,752041
,B,3174360,2686510,3303540,2999760,3955820,3235090,1991260,2122110,1838520,1296940,1328180,836401
,C,437530,406242,427350,366730,443178,404020,180653,169563,165412,79868,89574.4,85451.8
,D,1104110,1294490,1797120,1475310,1981330,1769070,1499590,1258840,1642970,658271,715497,871466
,E,485236,459054,512685,562568,631226,508941,272666,225775,251634,117023,117542,289114
,F,301859,324710,320119,263042,283865,275505,126500,143623,204651,92565.9,95345.4,246379
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
