Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_5-14-09 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7874.76,9617.71,7501.65,6124.88,6790.87,6164.53,5857.05,5294.27,5104.08,5422.86,6234.04,5732.84
,B,5864.36,6013.05,5610.64,4731.53,4841.4,5088.52,4577.72,4689.28,4683.98,4615.93,4619.35,4552.96
,C,5688.9,6424.51,5353.24,4680.09,4779.54,5046.62,4739.77,4766.18,4514.79,4634.46,4603.15,4661.78
,D,5680.18,6369.26,5359.93,4571.92,4664.21,4844.52,4423.89,4497.48,4467.56,4453.41,4463.97,4339.98
,E,5948.83,6225.22,5160,4812.87,4670.57,4948.77,4438.61,4154.72,4227.21,4555.45,4465.32,4241.16
,F,5846.21,5721.99,4942.1,4455.64,4487.16,4438.03,4329.92,4420.56,4438.95,4251.06,4209.03,4307.46
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2680870,3124340,2399000,2076910,2485330,2607110,2290590,1877410,1810780,1820860,1606240,1616040
,B,2395580,2574700,2393700,1916650,1729770,2752590,1993710,2142900,1940960,1854110,1821860,1618180
,C,488314,664473,555110,465073,467921,538218,458041,460063,415099,384784,403945,402724
,D,1385200,1887570,1347820,1023810,1124460,1272070,967782,1243460,1059820,1002050,875196,772430
,E,501262,657308,516106,487922,490419,567634,393928,373484,385877,454578,416548,447323
,F,522727,493248,465891,353956,347515,300104,283125,272959,228824,198636,202562,200727
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
