Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-30-2019_5-15-55 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,8424.98,10284.5,8197.57,6574.51,7245.83,7476.46,6924.65,6338.09,6060.74,6283.99,6606.04,6047.76
,B,6523.58,6535.82,6168.06,4958.08,5039.14,5299.25,4828.52,4956.42,5111.88,5190.14,4963.26,4939.56
,C,6396.14,6864.06,6014.91,4957.24,5035.6,5324.27,5006.44,5067.91,4716.53,4882.39,4897.3,4909.18
,D,6322.6,7011.23,5964.86,4855.19,4831.05,5059.65,4543.53,4603.97,4654.17,4619.73,4664.57,4491.93
,E,6664.87,6891.4,5783.14,5134.8,4959.17,5335.27,4763.99,4396.55,4532.6,4845.95,4716.52,4528.96
,F,6354.01,6218.69,5328.74,4663.77,4647.03,4563.73,4435.61,4530.3,4555.1,4368.98,4315.09,4409.09
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1408150,1976010,1472490,1324030,1558640,1754390,1651770,1464870,1317420,1452240,1440720,1294520
,B,833844,858469,832621,901338,771535,1031230,897673,948856,925083,903567,870535,727960
,C,430312,569170,529899,567021,552599,614454,536709,535402,473397,443134,441975,447414
,D,861145,1109470,819075,838643,937094,1015060,786678,901583,859035,739210,751265,658304
,E,385391,556975,402648,481547,464155,512710,439167,377105,394923,447106,424561,427910
,F,387191,416271,355276,351852,332879,301152,287773,268782,224524,193070,198220,193130
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
