Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto7.0h_RealTime-Glo_4-16-2019_11-10-26 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4956.04,4909.59,4754.17,5015.76,4466.85,4050.08,4338.03,4234.78,4467.03,4162.14,4389.48,4232.94
,B,4844.91,4772.77,4426.99,4504.34,4469.97,4537.05,4382.8,4203.2,4298.25,4450.38,4271.05,4195.29
,C,4396.25,4178.28,4160.66,4614.42,4153.08,4142.99,4200.9,3913.35,4104.04,4142.83,3940.37,3911.42
,D,4235.28,4177.48,4067.34,3978.22,3907.91,4120.79,3824.53,3989.13,3811.25,3828.76,3950.62,3817.9
,E,4593.51,4193.32,4377.15,4311.52,4343.9,4122.53,4130.08,4032.59,4332.2,4136.91,4093.57,3984.22
,F,4060.87,3912.6,3847.57,3881.2,4003.57,4226.24,3881.4,3960.19,4159.59,3882.25,3898.08,4032.75
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1458380,1640900,1526670,1521640,1214980,922817,945292,650570,828378,546526,694206,616070
,B,3649920,4287730,3572470,3119100,3170930,2937460,2697080,2116420,2244510,2219850,1872780,1844940
,C,476429,430251,404295,437861,356521,387564,264834,239010,315541,182957,157124,161345
,D,1139680,1332600,1105720,980804,866917,1102390,715946,679406,566844,481148,457821,409145
,E,663769,722220,671341,568053,702906,621385,414652,359171,374725,311259,303191,271055
,F,213767,150875,151784,138472,140766,130238,83412.4,71830.2,89346.3,66445.4,76375.4,62355.7
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
