Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-29-2019_10-06-08 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7285.86,5715.61,6854.9,6794.84,7144.27,6338.4,7081.94,5652.22,6779.35,5834.58,6526.67,6537.8
,B,5846.4,5299.72,5730.17,5642.1,5832.37,5541.62,5489.54,5218.25,5417,5476.82,5616.22,5463.24
,C,6014.42,5382.61,5720.43,5580.1,5671.97,5563.04,5513.38,5121.28,5594.9,5708.38,5762.36,5572.78
,D,5857.08,5616.25,5798.71,5654.92,5879.16,5352.18,5679.47,5562.89,5736.24,5660.12,5608.37,6146.19
,E,5811.95,5437.62,5792.02,5888.58,5727.46,5159,5522.19,6078.33,5250.25,5193.17,5401.36,5110.4
,F,5644.85,5524.58,5362.36,5228.75,5061.72,4768.8,4811.13,5052.57,5546.68,4832.65,4947.44,5035.09
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2352090,1647140,2217990,2206470,2307740,1882170,1773780,1266350,1396550,947438,1182950,894627
,B,1633180,1552470,1734110,1557060,1802700,1639400,1167180,1183130,1119450,835688,842401,621519
,C,484699,422466,482740,419330,427951,443848,218735,227270,213471,107645,130000,112729
,D,912457,997549,1236830,1035880,1195980,1100910,1008170,902921,1100950,558952,625423,744193
,E,477991,398171,477941,548130,561022,481127,310438,259471,287455,145493,151597,352171
,F,258688,323956,274697,241224,236272,198078,96069.4,120277,150303,76767.4,77956.7,184340
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
