Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_4-13-27 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7142.24,8923.08,6974.21,5908.82,6469.63,5963.45,5741.72,5202.34,5024.08,5314.04,5408.88,5655.76
,B,5163.41,5367.13,5089.6,4725.55,4819.21,5039.95,4628.21,4696.46,4587.02,4523.24,4591.3,4541.37
,C,5065.73,5807.89,4867.56,4646.2,4752.42,5051.77,4740.4,4769.55,4499.88,4629.61,4603.85,4520.48
,D,5092.14,5705.42,4853.06,4540.34,4642.46,4826,4371.07,4438.31,4441.11,4335.23,4458.18,4297.55
,E,5568.19,5609.17,4706.41,4744.72,4639.35,4897.57,4417.94,4127.32,4205.87,4477.71,4401.09,4174.36
,F,5583.09,5515.84,4577.73,4405.94,4451.54,4414.11,4319.34,4410.03,4430.1,4231.35,4193.11,4293.4
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2710050,3205820,2265370,1858890,2258100,2708640,2260040,1899920,1880820,1809520,1867520,1735200
,B,2062200,2226950,2135830,2069920,1954580,2398040,2133540,2244870,2012430,1943680,1933380,1603890
,C,373726,522060,425413,446739,492941,523661,470541,463397,419423,391130,400947,400653
,D,1255220,1746140,1128550,1055500,1176360,1339280,1037650,1142610,1130630,953690,902955,792683
,E,375055,548241,382529,458114,460950,536343,430956,370900,388796,448176,423549,467083
,F,367644,382791,324480,342326,331711,303887,288824,275407,228810,202334,208209,198437
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
