Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto28.0h_RealTime-Glo_4-17-2019_7-38-26 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5394.62,5307.81,5098.79,5392.62,4755.6,4381.84,4707,4530.63,4666.53,4397.66,4677.43,4578.05
,B,5130.05,5023.82,4726.4,4762.01,4717.08,4801.57,4722.87,4513.25,4709.15,4728.79,4470.37,4478.2
,C,4727.93,4513.38,4389.82,4844.56,4363.84,4343.14,4442.15,4198.96,4318.35,4444.49,4188.93,4174.42
,D,4503.27,4381.81,4312.29,4218.38,4091.2,4338.28,4196.86,4259.88,4080.95,4171.15,4224.15,4052.46
,E,4949.11,4403.91,4657.32,4567.82,4570.33,4372.8,4410.58,4288.71,4618.62,4410.45,4354.65,4239.66
,F,4298.61,4074.74,4005.95,4024.36,4138.28,4449.29,4075.45,4116.91,4351,4026.21,4099.65,4186.86
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1099070,1229030,1157000,1083450,1081800,792496,621443,522593,631339,433774,564398,504484
,B,1880210,2055980,1893380,1702270,1732340,1591670,1327040,1229930,1282260,1191870,1121450,1115540
,C,398751,368072,348859,372594,358768,318401,216979,205139,240052,152133,144215,140556
,D,961986,1068860,858005,814179,757099,866183,551481,569413,497058,470511,434689,398580
,E,541655,544122,527842,471543,551597,496644,313222,291147,330105,245700,234503,212090
,F,193866,181541,186198,177405,166576,169351,100847,89337.2,115169,70380.7,79513.1,69700.9
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
