Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-29-2019_8-41-23 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7277.12,5696.93,6861.78,6775.13,7088.41,6396.49,7000.7,5663.59,6643.13,5778.25,6507.59,6451.81
,B,5841.48,5299.58,5735.41,5628.46,5880.28,5546.83,5437.51,5288.29,5366.37,5503.77,5603.11,5445.99
,C,5962.58,5385.73,5741.73,5624.01,5666.97,5563.21,5527.33,5228.01,5636.42,5728.09,5721.33,5543.97
,D,5817.57,5609.87,5793.63,5639.59,5860.19,5341.88,5701.98,5522.12,5744.85,5628.19,5628.33,6170.35
,E,5764.73,5394.75,5776.95,5908.05,5878.72,5244.59,5601.63,6134.33,5113.15,5207.58,5404.72,5415.39
,F,5610.01,5494.93,5343.1,5231.12,5131.05,4899.96,4905.11,5040.93,5544.74,4852.64,4928.27,5093.47
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2230230,1647870,2090090,2077350,2289090,1844450,1673040,1203350,1352850,886316,1101390,851330
,B,1760640,1513100,1837200,1523640,1765280,1701940,1220190,1223440,1122610,780937,832514,615333
,C,493107,384153,446297,399742,391607,455371,207219,205463,203104,104221,127264,106942
,D,911725,982594,1245700,1138380,1198560,1135270,1036850,912306,1147500,592720,641652,771333
,E,505389,396730,452018,537692,551363,499616,294567,257580,302465,141523,149349,362155
,F,252596,351798,251700,229923,264853,219629,97588.3,111866,132897,73465.2,75791.8,184600
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
