Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-28-2019_9-38-12 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4610.79,3641.21,4430.61,4661.88,4798.91,4514.91,4584.6,4153.66,4748.63,3972.29,4439.47,4353.88
,B,3783.64,3530.51,3866.57,3883.99,4112.38,3957.35,3867.43,3902.79,3776,3990.97,3938.72,3958.84
,C,3793.27,3704.53,3818.31,3948.35,4065.96,3804.26,4016.4,3807.01,4099.61,4105.7,4025.65,3966
,D,3825.81,3598.12,3947.88,3769.25,4091.42,3862.14,4081.63,3867.89,4165.75,4038.31,4060.58,4496.93
,E,3664.6,3559.82,3988.49,4073.94,4130.65,3995.31,4134.83,3852.82,3907.36,3888.05,3980.2,4022.51
,F,4002.76,3856.82,3940.05,3908.99,3917.88,3981.6,4076.27,3959.89,4005.06,3888.3,3825.47,4534.92
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3725840,2010110,3409370,3321450,3595180,2784350,1823280,1153230,1368440,508875,755255,517830
,B,4310280,3181950,4420480,4170780,4850540,4402760,2583860,2311640,2110520,1096070,1207450,717913
,C,366493,337006,344925,294879,417010,335730,133610,122219,120858,61669.4,66689,65193
,D,1010200,1304970,1821560,1441440,2159400,2006900,1332100,1201300,1589260,537600,612162,673809
,E,419712,406848,439328,459159,535706,386658,196638,155063,162082,86792.5,89240.3,217436
,F,392021,444500,432807,363264,384136,388872,162336,189696,373962,115493,117429,361943
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
