Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto26.0h_RealTime-Glo_4-17-2019_5-40-18 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5318.67,5222.5,5116.21,5360.29,4791.12,4292.25,4603.31,4473.65,4716.51,4389.5,4669.87,4547.28
,B,5164.56,5051.53,4712.99,4783.08,4703.49,4781.55,4629.98,4408.68,4619.26,4729.5,4488.39,4468.21
,C,4758.78,4512.86,4376.59,4828.96,4340.35,4311.59,4388.45,4112.54,4266.41,4344.42,4126.38,4119.8
,D,4501.38,4399.83,4303.76,4200.84,4079.81,4314.03,4100.92,4218.68,4028.06,4069.72,4162.46,4006.63
,E,4953,4409.89,4636.34,4543.76,4546.62,4326.36,4357.27,4222.41,4556.54,4349.13,4293.42,4175.83
,F,4313.73,4083.15,3995.19,4006.21,4120.47,4390.63,4036.26,4074.69,4313.77,3992.4,4056.28,4140.48
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1135030,1274400,1218590,1167700,953903,809212,724069,543478,651764,454034,585633,537314
,B,2172740,2171160,2010230,1760580,1787220,1624570,1399880,1246150,1334130,1275900,1295580,1176610
,C,393727,361741,346431,372471,336653,318767,216648,207954,243674,147398,144200,139270
,D,984684,1010000,942256,818972,756583,879602,552577,571354,510462,467463,432739,406370
,E,539826,543448,528782,475498,556949,501096,319408,293002,335304,257423,235846,217266
,F,206005,179200,183125,170743,164457,166505,99202.4,87856.9,112343,77282.4,78225.8,72412.4
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
