Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_6-41-16 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7888.95,9634.11,7506.54,6196.23,6865.58,6306.62,5995.59,5376.82,5167.75,5484.9,6284.98,5760.88
,B,5918.12,6012.32,5550.67,4746.94,4831.86,5092.38,4603.81,4726.56,4813.23,4735.54,4657.67,4593.19
,C,5748.88,6363.44,5366.12,4689.3,4798.17,5084.68,4781.43,4772.71,4537.76,4643.27,4646.19,4634.7
,D,5726.69,6353.77,5396.78,4612.84,4674.3,4895.62,4457.28,4480.67,4654.83,4442.98,4489.54,4338.49
,E,6048.42,6227.8,5176,4844.66,4718.41,5006.06,4469.92,4168.76,4243.36,4609.36,4484.54,4274.94
,F,5909.31,5790.75,4951.18,4489.47,4504.27,4464.64,4357.27,4447.3,4464.35,4273.36,4225.66,4316.82
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2511140,2930210,2270630,1978680,2298150,2469740,2131950,1793710,1759290,1679110,1706280,1617990
,B,2026780,2109200,2099820,1884980,1738460,2149710,1924690,2053490,1814630,1747180,1762100,1498510
,C,428465,552638,512433,452994,465478,520650,461938,461569,415329,406994,410931,403112
,D,1294240,1767320,1278780,1045090,1119650,1239730,989050,1069820,1052170,903023,890494,904846
,E,415668,609351,449976,484326,474827,544404,430198,370854,385784,433549,416274,453387
,F,454967,461995,389357,375705,355770,307096,282251,274039,251142,199463,200988,199706
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
