Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-30-2019_12-10-09 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7381.28,5831.27,6972.31,6905.1,7194.09,6492.17,7170.7,5789.29,6767.3,5896.87,6590.71,6602.35
,B,5921.24,5373.7,5878.68,5718.63,5963.2,5639.64,5547.74,5336.23,5420.63,5563.64,5661.6,5589.09
,C,6067.79,5480.29,5848.94,5747.75,5756.88,5669.11,5593.41,5308.52,5697.43,5776.46,5797.2,5607.44
,D,5892.23,5676.8,5888.24,5769.95,5942.3,5436.18,5809.83,5628.5,5794.65,6123.45,5681.17,6220.95
,E,5875.53,5507.72,5871,6027.51,5977.52,5294.94,5697.96,6106.94,5391.79,5304.04,5450.74,5443.74
,F,5654.19,5583.42,5401.51,5291.59,5191.73,4912.78,4899.27,5081.3,5608.22,4903.11,4950.06,5078.3
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2050300,1527320,1962420,2003470,2063620,1750620,1634380,1171100,1318160,880432,1080510,818639
,B,1499390,1358790,2062580,1308190,1537590,1440760,1052640,1051380,956637,689109,699436,523379
,C,497940,384562,444403,409515,393088,463617,205575,207071,214987,107312,126408,108853
,D,813543,934262,1147870,1051560,1089380,1014610,932365,832142,1053780,528959,593883,687001
,E,501490,375992,436562,527820,563838,477851,305762,249555,280761,147023,150379,351266
,F,245212,342890,258668,220017,266814,201458,87652.1,106643,145007,69849.9,68772.4,182544
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
