Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_6-52-32 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6174.47,6272.75,5981.82,5742.84,5239.76,5786.17,5702.93,5707.52,6319.09,15550.6,14770.7,16632
,B,5462.02,6167.66,4881.8,4900.42,4891.25,4922.03,5182.24,4958.1,5097.76,12845.1,12403.4,11499.1
,C,5901.21,5294.59,5176.87,5325.12,5106.66,5141.61,5692.68,5499.4,5795.55,16413.7,23719.2,21088.2
,D,5036.69,4621.1,4829.26,4746.27,4589.89,4732.01,4788.58,4821.75,5035.16,11577,12300.6,13742.5
,E,4760.55,4739.91,4441.32,4605.14,4452.94,4415.66,4579.05,4655.58,4928.69,8725.93,9134.3,10695.1
,F,4423.82,4208.16,4248.67,4317.93,4304.22,4795.84,4486.99,4760.64,4515.84,5353.64,5399.96,5469.12
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1405330,1104640,1586870,1645160,1511310,1692370,1981580,1919900,2040510,3809820,3017550,3198160
,B,997947,1079290,1071350,972710,1029590,1069790,1111250,1039730,1038610,2393620,2312060,2012160
,C,594204,696139,865709,667583,674742,763646,777705,837871,798184,1460300,1956030,1720220
,D,741642,895219,1013750,996930,965355,1055290,972971,1002160,1043160,1503560,1649650,1665870
,E,397030,444258,430755,457265,457981,414341,470916,438109,468032,1003700,999827,1002430
,F,221474,226155,226057,219939,220403,246579,192903,164693,174605,247133,260091,252539
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
