Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-28-2019_10-34-53 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,4893.49,3801.1,4765.48,4910.23,5061.23,4703.26,4801.2,4382.66,4972.97,4194.71,4740.62,4585.78
,B,3932.93,3700.72,4026.07,4039.95,4281.74,4090.01,3996.63,4027.44,3893.57,4153.34,4151.41,4154.89
,C,3960.13,3853.7,3990.81,4097.55,4219.01,3929.7,4171.04,3959.44,4242.82,4275.53,4219.68,4153.15
,D,3966.56,3809.64,4103.57,3933.42,4247.79,3988.4,4248.64,4021.23,4345.9,4177.35,4248.99,4724.98
,E,3793.42,3687.39,4140.58,4215.88,4284.77,4115.69,4296.89,3928.55,3959.01,4027.67,4103.98,4111.94
,F,4098.97,3968.8,4048.2,4009.96,4007.63,4074.98,4157.47,4036.49,4455.53,3963.25,3907.62,4616.86
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3981270,2248570,3750260,3642190,3834350,3142540,2129620,1336150,1578350,565653,845146,578347
,B,4462780,3518600,5209110,4312950,5150550,4581190,2390060,2389600,2097040,1259350,1340010,798912
,C,436732,411349,410473,347576,448330,379916,154438,146220,139206,70411.9,76498.3,79503.1
,D,1179920,1439470,2032720,1567580,2319570,1992990,1482540,1260590,1636210,580410,646355,771750
,E,490155,491921,508239,540433,611533,463053,231855,181528,199583,103365,103800,242282
,F,432480,497681,469403,388414,420842,409760,180934,205794,328528,126505,128605,406316
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
