Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto36.5h_RealTime-Glo_4-18-2019_4-10-30 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5328.77,5258.45,5114.46,5376.04,4787.52,4288.89,4652.1,4481,4617.55,4426.35,4732.27,4537.88
,B,5149.55,5037.52,4723.51,4786.11,4705.32,4776.36,4643.73,4422.83,4634.1,4708.06,4466.54,4482.16
,C,4801.23,4537.62,4396.93,4834.48,4347.25,4362.37,4395.87,4159.23,4240.63,4397.99,4204.58,4137.9
,D,4542.64,4399.55,4342.97,4224.27,4076.01,4306.32,4125.89,4235.28,4038.28,4085.56,4170.61,4064.7
,E,4963.87,4437.45,4647.27,4549.97,4542.51,4371.78,4359.99,4228.95,4553.78,4345.85,4427.71,4203.21
,F,4330.45,4087.58,4001.22,4011.84,4107.48,4392.49,4045.16,4067.08,4325.92,3988.55,4073.11,4132.14
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1074800,1214570,1154760,1125570,935088,799189,688757,530949,644351,450996,542558,485696
,B,1644330,1705400,1624340,1463800,1511630,1359950,1136950,1068190,1136480,1038260,973344,986958
,C,412044,379441,370449,381140,355771,331583,223181,212873,245136,154897,154281,147333
,D,951411,1079170,940318,842738,765344,883583,577034,603953,533966,505987,472524,464578
,E,531206,546989,520393,471181,539758,486123,311014,288774,316647,244826,230835,214211
,F,214185,196960,209480,193169,187224,196980,118333,101311,132768,85192.5,84583.3,78862.9
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
