Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto39.5h_RealTime-Glo_4-18-2019_7-38-55 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5638.52,5504.94,5208.91,5560.03,4820.02,4350.11,4724.06,4548.03,4741.51,4519.64,4788.42,4632.61
,B,5282.59,5120.46,4840.29,4832.84,4790.97,4835.36,4772.9,4559.17,4756.88,4764.58,4529.88,4603.68
,C,4897.37,4631.04,4489.14,4923.83,4455.06,4508.66,4522.31,4321.88,4446.78,4585.16,4343,4280.73
,D,4650.97,4475.14,4424.69,4315.5,4176.32,4446.98,4414.15,4402.04,4203.19,4300.16,4351,4196.72
,E,5037.12,4497.66,4748.24,4657.5,4688.93,4554.54,4548.3,4439.85,4777.98,4583.19,4528.97,4397.41
,F,4408.12,4140.73,4078.69,4093.62,4228.99,4585.2,4225.87,4239.83,4509.61,4166.25,4259.44,4332.06
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1043790,1178960,1132000,1081330,890703,787038,663504,517202,602924,438055,532545,478092
,B,1528300,1476510,1422310,1358390,1344370,1119560,1049270,966958,1020250,922726,875986,887729
,C,418194,386377,358299,388329,359771,333330,225319,212635,244955,154138,153586,147051
,D,934837,1084390,935668,832925,776635,886418,588396,613424,543388,512738,494391,457938
,E,525904,539270,527968,482225,547980,502177,313010,290541,325831,242895,222462,212708
,F,220444,209054,222627,206474,199664,207293,118825,107527,139391,83608,90468.5,81424.7
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
