Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\3_RealTime-Glo_4-30-2019_11-51-44 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,6044.25,6216.65,5905.39,5715.78,5231.01,5793.41,5719.88,5745.5,6223.6,15623.5,15050.1,16699
,B,5343.29,6002.76,4795.24,4938.89,4850.12,4877.24,5172.32,4934.45,5064.92,12758.6,12389.4,11517.3
,C,5812.51,5245.99,5091.74,5270.56,5076.93,4971.82,5577.45,5411.41,5666.69,16814.8,23911.4,21527.7
,D,4960.36,4556.67,4757.75,4684.28,4535.81,4690.02,4750.26,4773.99,4984.65,11634.5,12333.1,13731.2
,E,4671.31,4630.27,4357.65,4520.05,4369.65,4356.01,4519.04,4620.79,4864.09,8754.32,9329.39,10615.1
,F,4365.47,4169.36,4200.95,4266.72,4252.27,4694.64,4437.1,4706.48,4475.8,5327.42,5372.28,5454.39
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1588570,1177320,1788350,1798020,1676710,1873430,2245880,2146450,2285480,3723440,3309670,3422950
,B,1331040,1271870,1282480,1204900,1300420,1318550,1343010,1253810,1237070,2777440,2675290,2271260
,C,595247,651926,704095,661092,653011,749702,748539,853347,768713,1600810,2128470,2289700
,D,792097,1028360,1084570,1056890,1040770,1122420,1021880,1074370,1097650,1707360,1840370,1908110
,E,395453,444149,424492,437133,449476,429938,477544,444423,465906,1148240,1126820,1228120
,F,207939,213185,211223,206725,204025,230256,183175,151244,163454,266656,287906,294289
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
