Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-29-2019_3-53-20 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5211.18,4019.88,5032.24,5224.76,5414.4,5027.87,5228.97,4553.36,5319.21,4425.91,5036.65,4962.94
,B,4126.54,3866.68,4204.84,4206.22,4487.2,4249.17,4143.13,4203.84,4065.21,4341.76,4330.3,4338.6
,C,4137.33,3980.11,4166.94,4226.98,4405.49,4059.9,4312.89,4117.15,4393.72,4465.54,4432.93,4322.46
,D,4105.97,3937.23,4249.24,4061.51,4422.28,4167.75,4423.81,4181.65,4528.6,4381.56,4415.94,4980.67
,E,3909.92,3765.02,4237.98,4360.76,4434.25,4226.94,4437.89,4063.36,4128.34,4121.23,4211.82,4306.66
,F,4133.13,3977.57,4066.7,4039.45,4030.79,4098.82,4193.27,4073.69,4553.89,3987.09,3926.83,4545.44
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,3564480,2184610,3076890,3218730,3380480,2754380,2226330,1383360,1640300,753935,1081570,739055
,B,3160620,2776560,3556580,3118840,3742390,3358010,2053510,2080860,1849110,1285760,1324020,838254
,C,442549,408339,430487,368130,450547,404289,180124,176687,165310,78933.5,89741.9,83798.6
,D,1144270,1344530,1821180,1531590,2018790,1818100,1451270,1307250,1664380,646057,718330,862797
,E,509914,471335,537834,572725,634099,504911,265435,221302,250756,117316,116197,287901
,F,328934,344134,340549,279467,305189,294964,133227,155282,207774,97880.2,100012,266847
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
