Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\1_RealTime-Glo_4-29-2019_10-34-37 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7339.66,5771.3,6972.24,6898.18,7182.24,6522.91,7115.56,5759.68,6751.96,6127.35,6582.04,6745.05
,B,5890.52,5361.18,5808.13,5705.46,5939.63,5613.67,5526.2,5328.96,5432.12,5533.54,5642.02,5481.48
,C,5989,5453.01,5816.55,5686.69,5739.56,5613.15,5583.99,5266.2,5659.41,5762.71,5789.93,5610.6
,D,5856.54,5661.7,5863.81,5696.59,5928.21,5411.18,5768.42,5604.11,5801.05,5689.8,5669.6,6218.53
,E,5804.04,5464.64,5841.33,5973.25,5924.34,5258.9,5645.62,6107.56,5278.52,5346.05,5440.69,5286.4
,F,5648.35,5527.89,5389.86,5260.15,5151.34,4887.96,4893.32,5081.47,5570.55,4900.16,4950.5,5068.33
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2218520,1544620,2124310,2165140,2215190,1802410,1715570,1201900,1384680,914422,1123770,860763
,B,1645510,1460280,1670250,1420930,1625890,1562670,1123210,1128660,1046640,740357,789172,589883
,C,475919,379834,473100,414697,393822,433170,219798,214367,208989,107148,128847,110223
,D,895131,966071,1202160,1076270,1107700,1062920,953662,832694,1069510,552527,586044,717785
,E,477550,405753,463297,542511,561652,473222,309797,257893,283777,144351,148401,351251
,F,251124,343849,262927,217882,246493,194997,89689.4,113415,138090,76339.1,76961.9,185543
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
