Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\Trt_Eto24.0h_RealTime-Glo_4-17-2019_3-36-30 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,5302.82,5203.65,5052.59,5324.04,4731.37,4248.71,4546.39,4375.08,4591.42,4316.14,4602.66,4498.1
,B,5123.98,5017.36,4683.41,4742.41,4668.95,4741.68,4594.54,4380.5,4561.15,4643.19,4383.57,4442.32
,C,4717.34,4494.19,4361.43,4811.99,4312.82,4304.58,4364.39,4088.54,4234.65,4291.78,4059.53,4053.84
,D,4473.06,4377.1,4290.19,4188.82,4051.08,4288.08,4066.14,4178.26,3995.75,4053.66,4127.88,3954.67
,E,4924.43,4341.72,4611.42,4535.46,4528.31,4310.42,4343.19,4200.64,4523.26,4318.51,4241.91,4137.72
,F,4283.35,4061.76,3986.47,4004.67,4111.58,4385.42,4018.5,4056.57,4282.66,3965.26,4022.27,4109.01
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1129300,1276010,1226510,1176260,964336,834818,719805,537478,670159,477807,573552,514607
,B,2140050,2292200,2121350,1841600,1886820,1716560,1470880,1302940,1401570,1346090,1177700,1198760
,C,410988,370026,368405,390027,335736,314326,220377,203821,241041,148949,145895,139188
,D,969042,1087750,1007880,835036,747659,880096,549469,575537,494204,451034,434246,402163
,E,544063,577281,539244,484122,579735,518255,322262,301979,345274,251179,239845,217603
,F,189909,168630,177365,161485,160196,160579,103941,84913.1,108937,68032.2,77190.7,67569
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: RealTimeGlo assay, tortoises and TH-1, Etoposide treatment.
 Started aprox one hour after treatment.
