Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-30-2019_11-46-14 AM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,8058.86,9734.88,7843.45,6400.35,7253.52,7340.06,6814.44,6257.98,5944.67,6266.04,6558.02,5965.28
,B,6179.36,6257.57,5820.31,4822.33,4937.54,5151.59,4773.17,4838.73,4994.92,5130.18,4878.46,4863.88
,C,6033.72,6533.8,5696.22,4851.14,4912.97,5210.17,4896.41,4915.96,4662.34,4774.35,4818.93,4836.84
,D,5954.06,6677.47,5671.59,4720.59,4706.87,4955.74,4477.26,4510.88,4590.44,4521.33,4573.93,4440.94
,E,6479.08,6537.47,5501,4963.5,4823.12,5160.51,4655.16,4217.42,4408.01,4734.95,4633.18,4454.16
,F,6243.95,6102.49,5117.87,4534.43,4532.92,4473.81,4359.13,4452.32,4485.38,4301.57,4260.98,4367.21
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,1710720,2191850,1608300,1483060,1754980,1925620,1845990,1554950,1325590,1602540,1524640,1324610
,B,988246,1093380,936970,1086510,951363,1201010,1110750,1103510,998402,957289,953737,760569
,C,427352,617113,548218,521188,533725,602335,523934,530877,485705,439430,437652,435174
,D,872346,1266500,932739,845123,975362,1052260,855075,935502,903485,809190,795903,695080
,E,447662,611629,478335,456669,455410,541392,434890,376341,382807,442941,421906,433083
,F,465652,438111,423177,332378,325531,299874,280781,273098,226869,196297,198237,198524
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
