Protocol Description
,Protocol name: RealTime-Glo
,Result File name: \Thumb Drive\Promega\Data\CSV\2_RealTime-Glo_4-29-2019_4-49-48 PM.csv
,Total steps: 2


Step 1,Fluorescence,Green. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,7116.49,8948.98,6994.38,5908.41,6484.34,6045.8,5813.16,5294.07,5102.38,5367.67,5472.62,5708.8
,B,5170.59,5362.62,5103.35,4713.86,4818.56,5073.03,4617.62,4733.39,4672.12,4584.55,4659.51,4608.16
,C,5089.41,5810.91,4880.31,4637.14,4810.58,5056.84,4788.29,4802.62,4538.99,4648.37,4591.6,4600.4
,D,5140.01,5720.91,4863.2,4551.25,4644.7,4849.8,4413.79,4455.67,4525.89,4436.82,4483.19,4339.6
,E,5587.64,5633.33,4713.48,4759.58,4698.37,4901.28,4397.33,4153,4230.7,4558.78,4442.37,4216.61
,F,5603.52,5543.48,4593.73,4423.82,4472.23,4429.44,4335.44,4424.17,4448.67,4261.82,4220.94,4321.64
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X

Step 2,Luminescence. 1 repeat. 96 well plate
PlateResults
,Read 1
,,1,2,3,4,5,6,7,8,9,10,11,12
,A,2622630,3054280,2325160,1914780,2362520,2630090,2294840,1949870,1887100,1871930,1873590,1686410
,B,2085700,2183610,2084660,1985700,1886180,2357820,2109820,2338270,1982020,1877990,1865630,1656950
,C,404303,541606,437550,446561,467890,530390,470615,446931,423575,390797,426798,399767
,D,1353310,1811400,1146170,1058190,1171050,1331200,1005280,1139600,1097310,950992,930145,824831
,E,375896,549204,407218,478871,464658,582319,433504,379049,387122,432094,418780,440840
,F,388414,427593,330952,354827,339299,307805,287477,277260,229235,203798,208132,201911
,G,X,X,X,X,X,X,X,X,X,X,X,X
,H,X,X,X,X,X,X,X,X,X,X,X,X


Notes for the assay run: Enter Notes
